type	name	lat	long
3	京都精華大学	35.07298	135.769268
3	明治国際医療大学	35.182144	135.48998
3	京都芸術大学（京都・瓜生山キャンパス）	35.037306	135.792239
3	京都文教大学	34.914559	135.78486
3	嵯峨美術大学（本部キャンパス）	35.01262	135.688499
3	京都情報大学院大学（百万遍キャンパス）	35.030683	135.779302
3	京都医療科学大学	35.102303	135.479447
3	京都華頂大学	35.007042	135.779731
3	京都美術工芸大学（京都東山キャンパス）	34.991283	135.768113
3	京都看護大学	34.997273	135.733985
1	大阪大学（吹田キャンパス）	34.822014	135.524468
1	大阪教育大学（柏原キャンパス）	34.551392	135.649717
2	大阪市立大学（杉本キャンパス）	34.590581	135.505031
2	大阪府立大学（中百舌鳥キャンパス）	34.54769	135.507775
2	大阪公立大学（森之宮キャンパス）	34.6870092	135.5391304
3	大阪経済大学（大隅キャンパス）	34.750058	135.544671
3	大阪工業大学（大宮キャンパス）	34.730774	135.543967
3	大阪歯科大学（楠葉キャンパス）	34.858567	135.676203
3	相愛大学（南港学舎）	34.634745	135.42776
3	桃山学院大学（和泉キャンパス）	34.450924	135.455667
3	摂南大学（寝屋川キャンパス）	34.779933	135.612042
3	大阪医科薬科大学（本部キャンパス）	34.851811	135.625421
3	大阪音楽大学（第1キャンパス）	34.753516	135.471364
3	大阪学院大学	34.773426	135.542075
3	大阪芸術大学（本学キャンパス）	34.511503	135.631253
3	大阪産業大学（中央キャンパス）	34.707785	135.639847
3	大阪樟蔭女子大学（小阪キャンパス）	34.662532	135.577648
3	大阪商業大学	34.666219	135.584641
3	大阪体育大学	34.379724	135.358499
3	大阪電気通信大学（寝屋川キャンパス）	34.76006	135.62757
3	大阪大谷大学（志学台キャンパス）	34.482164	135.58106
3	追手門学院大学（茨木総持寺キャンパス）	34.8380126	135.5772892
3	関西大学（千里山キャンパス）	34.771001	135.508608
3	関西医科大学（枚方キャンパス）	34.818454	135.645597
3	関西外国語大学（ひらかた中宮キャンパス）	34.823242	135.664149
3	近畿大学（東大阪キャンパス）	34.651185	135.588381
3	四天王寺大学	34.546055	135.584746
3	帝塚山学院大学	34.4898385	135.5323461
3	梅花女子大学	34.842637	135.535191
3	阪南大学（本キャンパス）	34.59144	135.534888
3	大阪経済法科大学（花岡キャンパス）	34.640624	135.64567
3	大阪国際大学（守口キャンパス）	34.747794	135.603263
3	関西福祉科学大学	34.557363	135.636763
3	太成学院大学	34.524929	135.578917
3	大阪常磐会大学（南キャンパス）	34.616319	135.561443
3	大阪観光大学	34.392869	135.339503
3	大阪人間科学大学（正雀学舎）	34.777673	135.550315
3	羽衣国際大学	34.534405	135.447576
3	大阪成蹊大学（相川キャンパス）	34.758971	135.537687
3	関西医療大学	34.407146	135.370086
3	千里金蘭大学	34.826821	135.514196
3	東大阪大学	34.6755	135.581543
3	大阪女学院大学	34.675883	135.527479
3	藍野大学	34.842822	135.582035
3	大阪青山大学（箕面キャンパス）	34.834072	135.456946
3	四條畷学園大学（北條キャンパス）	34.7273026	135.6466313
3	和泉大学	34.405091	135.38672
3	大阪総合保育大学（A学舎）	34.6071714	135.5387297
3	森ノ宮医療大学	34.641686	135.413736
3	大阪保健医療大学（1号館）	34.694905	135.519039
3	大阪物療大学（1号館・2号館）	34.537624	135.462603
3	滋慶医療科学大学	34.734408	135.500037
3	大阪行岡医療大学	34.828204	135.580167
3	大和大学	34.766015	135.518419
3	宝塚大学（大阪梅田キャンパス）	34.7078518	135.4969793
3	大阪国際工科専門職大学	34.6999063	135.4930213
3	大阪信愛学院大学（大学本館・1号館）	34.7115726	135.5582706
3	大阪医療大学	34.608148	135.531829
1	神戸大学（六甲台第2キャンパス）	34.725619	135.235395
1	兵庫教育大学（加東キャンパス）	34.91171	135.015971
2	神戸市外国語大学	34.67981	135.060399
2	神戸市看護大学	34.686495	135.052697
2	兵庫県立大学（神戸商科キャンパス）	34.678305	135.052104
2	芸術文化観光専門職大学	35.5394642	134.8166997
3	甲南大学（岡本キャンパス）	34.728877	135.268753
3	甲南女子大学	34.734549	135.287589
3	神戸海星女子学院大学	34.712131	135.211584
3	神戸学院大学（ポートアイランド第1キャンパス）	34.669258	135.20388
3	神戸女子大学（須磨キャンパス）	34.658076	135.10896
3	神戸薬科大学	34.732334	135.283883
3	神戸松蔭大学	34.727332	135.229552
3	神戸親和大学（鈴蘭台キャンパス）	4.728003	135.154419
3	神戸国際大学	34.680957	135.269635
3	兵庫大学	34.74771	134.880791
3	神戸常盤大学	34.66575	135.141985
3	宝塚医療大学（宝塚キャンパス）	34.844486	135.402181
3	芦屋大学	34.752628	135.306795
3	大手前大学（西宮夙川キャンパス）	34.7387909	135.3266818
3	関西学院大学（西宮上ケ原キャンパス）	34.76796	135.346569
3	甲子園大学	34.806411	135.333916
3	神戸女学院大学	34.759124	135.350715
3	園田学園大学	34.748511	135.40922
3	武庫川女子大学（中央キャンパス）	34.717208	135.374462
3	兵庫医科大学（西宮キャンパス）	34.718387	135.37896
3	姫路獨協大学	34.872226	134.689529
3	流通科学大学	34.687992	135.057517
3	神戸芸術工科大学	34.677621	135.056829
3	関西福祉大学	34.761841	134.368115
3	関西国際大学（三木キャンパス）	34.771482	135.043377
3	神戸医療未来大学（姫路キャンパス）	34.979313	134.738916
3	神戸情報大学院大学	34.698901	135.193585
3	関西看護医療大学	34.435793	134.900261
3	姫路大学	34.772108	134.758045
1	奈良教育大学	34.674121	135.842171
1	奈良女子大学	34.687905	135.828497
1	奈良先端科学技術大学院大学	34.732104	135.732839
2	奈良県立医科大学（四条キャンパス）	34.504104	135.793206
2	奈良県立大学	34.687571	135.820995
3	帝塚山大学（東生駒キャンパス）	34.686252	135.722113
3	天理大学（杣之内キャンパス）	34.597404	135.845363
3	奈良大学	34.715159	135.783197
3	奈良学園大学	34.7205137	135.7460909
3	畿央大学	34.546601	135.723228
1	和歌山大学	34.265757	135.151775
2	和歌山県立医科大学（紀三井寺キャンパス）	34.188725	135.182516
3	高野山大学（高野山キャンパス）	34.211904	135.585237
3	和歌山信愛大学	34.237283	135.176244
3	和歌山リハビリテーション専門職大学	34.2336958	135.1634729
1	鳥取大学（鳥取キャンパス）	35.515207	134.173355
2	公立鳥取環境大学	35.450813	134.255318
3	鳥取看護大学	35.4565617	133.8587568
1	島根大学（松江キャンパス）	35.486546	133.068116
2	島根県立大学（浜田キャンパス）	34.884601	132.076276
1	岡山大学（津島キャンパス）	34.687387	133.922222
2	岡山県立大学	34.691431	133.779155
2	新見公立大学	34.997283	133.442
3	吉備国際大学（高梁キャンパス）	34.797795	133.623711
3	岡山商科大学	34.683297	133.901025
3	岡山理科大学（岡山キャンパス）	34.696163	133.927288
3	くらしき作陽大学	34.575155	133.677539
3	ノートルダム清心女子大学	34.672363	133.915807
3	川崎医科大学	34.632029	133.811406
3	就実大学	34.677071	133.936208
3	川崎医療福祉大学	34.634823	133.810975
3	山陽学園大学	34.642345	133.943838
3	倉敷芸術科学大学	34.556027	133.711871
3	岡山学院大学	34.573076	133.799277
3	中国学園大学	34.6508854	133.8493305
3	環太平洋大学（第1キャンパス）	34.727645	134.012328
3	岡山医療専門職大学	34.656483	133.9163521
3	美作大学	35.07721	134.007379
1	広島大学（東広島キャンパス）	34.403123	132.714908
2	県立広島大学（広島キャンパス）	34.366613	132.469636
2	尾道市立大学	34.424161	133.161572
2	広島市立大学	34.440896	132.41724
2	福山市立大学（港町キャンパス）	34.481672	133.381579
2	叡啓大学	34.3963534	132.4683481
3	エリザベト音楽大学（幟町キャンパス）	34.3952	132.467989
3	広島経済大学（メインキャンパス）	34.448508	132.456815
3	広島工業大学（五日市キャンパス）	34.370628	132.34343
3	広島修道大学	34.433955	132.405146
3	広島女学院大学	34.413555	132.484171
3	広島文教大学	34.505531	132.519566
3	安田女子大学	34.47999	132.451918
3	福山大学	34.458438	133.229697
3	比治山大学	34.428074	132.474417
3	福山平成大学	34.549682	133.347581
3	広島文化学園大学（呉郷原キャンパス）	34.2881167	132.6378998
3	広島国際大学（東広島キャンパス）	34.313339	132.686888
3	日本赤十字広島看護大学	34.335695	132.309352
3	広島都市学園大学（宇品キャンパス）	34.360022	132.457718
1	山口大学（吉田キャンパス）	34.149232	131.469104
2	下関市立大学	33.987823	130.934685
2	山口県立大学	34.1970049	131.494135
2	山陽小野田市立山口東京理科大学	33.956932	131.187693
2	周南公立大学	34.047668	131.844346
3	梅光学院大学	33.967577	130.932721
3	東亜大学	33.999797	130.948576
3	至誠館大学（萩本校キャンパス）	34.431002	131.4217
3	宇部フロンティア大学	33.980075	131.234427
3	山口学芸大学	34.120716	131.402223
1	徳島大学（新蔵地区）	34.070001	134.559832
1	鳴門教育大学	34.202525	134.604709
3	四国大学	34.10304	134.553631
3	徳島文理大学（徳島キャンパス）	34.052718	134.557449
1	香川大学（幸町キャンパス）	34.342774	134.037969
2	香川県立保健医療大学	34.321777	134.157908
3	四国学院大学	34.2262	133.783274
3	高松大学	34.329074	134.087592
1	愛媛大学（城北地区）	33.852764	132.774425
2	愛媛県立医療技術大学	33.780848	132.798219
3	松山大学（文京キャンパス）	33.850811	132.767459
3	聖カタリナ大学（北条キャンパス）	33.975558	132.782097
3	松山東雲女子大学（桑原キャンパス）	33.832675	132.796551
1	高知大学（朝倉キャンパス）	33.549509	133.486706
2	高知県立大学（池キャンパス）	33.529929	133.583704
2	高知工科大学（香美キャンパス）	33.620596	133.719836
3	高知リハビリテーション専門職大学	33.5010463	133.4108341
3	高知学園大学	33.5609965	133.5064491
3	高知健康科学大学	33.5645925	133.5867102
1	九州工業大学（戸畑キャンパス）	33.894152	130.839226
1	福岡教育大学	33.812148	130.59461
1	九州大学（伊都キャンパス）	33.626658	130.425045
2	北九州市立大学（北方キャンパス）	33.84423	130.878559
2	九州歯科大学	33.87248	130.854101
2	福岡女子大学	33.665815	130.437949
2	福岡県立大学	33.650832	130.814834
3	九州共立大学	33.871838	130.705064
3	九州女子大学	33.8694134	130.7073393
3	九州国際大学	33.862448	130.79265
3	福岡歯科大学	33.5444711	130.333647
3	九州産業大学	33.670561	130.445929
3	久留米大学（旭町キャンパス）	33.328721	130.511184
3	西南学院大学（西新校地）	33.584991	130.354935
3	第一薬科大学	33.565646	130.420009
3	中村学園大学	33.572454	130.366729
3	西日本工業大学（おばせキャンパス）	33.753786	130.973367
3	福岡大学	33.547113	130.362745
3	福岡工業大学	33.696021	130.440875
3	日本経済大学（福岡キャンパス）	33.506122	130.525289
3	久留米工業大学	33.265617	130.537447
3	産業医科大学	33.877904	130.713936
3	筑紫女学園大学	33.513485	130.53705
3	福岡女学院大学	33.53343	130.441176
3	西南女学院大学	33.88367	130.850291
3	九州情報大学（太宰府キャンパス）	33.524512	130.540317
3	九州栄養福祉大学（小倉北区キャンパス）	33.876314	130.857584
3	日本赤十字九州国際看護大学	33.79655	130.610016
3	聖マリア学院大学	33.305869	130.508247
3	サイバー大学（福岡キャンパス）	33.662786	130.422261
3	福岡女学院看護大学	33.741243	130.473407
3	純真学園大学	33.5585166	130.4203995
3	福岡看護大学	33.546234	130.333632
3	福岡国際医療福祉大学（本館）	33.590854	130.349081
3	令和健康科学大学	33.6912173	130.4325813
3	福岡国際音楽大学	33.5108635	130.5315324
3	西日本看護医療大学	33.8588156	130.8884695
1	佐賀大学（本庄キャンパス）	33.242054	130.291528
3	武雄アジア大学	33.1914263	130.0289533
3	西九州大学（神埼キャンパス）	33.329774	130.348245
1	長崎大学（文教キャンパス）	32.785253	129.863167
2	長崎県立大学（佐世保校）	33.18586	129.666792
3	長崎総合科学大学	32.7536	129.942985
3	活水女子大学（東山手キャンパス）	32.738837	129.873481
3	長崎純心大学	32.798531	129.910418
3	長崎国際大学	33.10246	129.790763
3	長崎外国語大学	32.814234	129.841409
3	鎮西学院大学	32.860212	130.029798
1	熊本大学（黒髪南地区）	32.814038	130.727872
2	熊本県立大学	32.806007	130.7647
3	崇城大学（メインキャンパス）	32.830967	130.696494
3	熊本学園大学	32.804382	130.729336
3	尚絅大学（九品寺キャンパス）	32.797929	130.717015
3	九州ルーテル学院大学	32.820327	130.722909
3	九州看護福祉大学	32.946258	130.553534
3	平成音楽大学	32.711898	130.790531
3	熊本保健科学大学	32.853852	130.697431
1	大分大学（旦野原キャンパス）	33.177372	131.615037
2	大分県立看護科学大学	33.175445	131.54309
3	日本文理大学	33.231183	131.724358
3	別府大学（石垣キャンパス）	33.311905	131.490758
3	立命館アジア太平洋大学	33.337061	131.46842
1	宮崎大学（木花キャンパス）	31.831021	131.41262
2	宮崎公立大学	31.925164	131.418643
2	宮崎県立看護大学	31.859307	131.414743
3	南九州大学（宮崎キャンパス）	31.93656	131.415618
3	宮崎産業経営大学	31.883964	131.405164
3	宮崎国際大学	31.860755	131.395105
3	九州医療科学大学	32.568242	131.613547
1	鹿児島大学（郡元キャンパス）	31.571918	130.54524
1	鹿屋体育大学（白水キャンパス）	31.395041	130.786349
3	鹿児島国際大学（坂之上キャンパス）	31.495053	130.496115
3	第一工科大学（霧島キャンパス）	31.747045	130.768966
3	志學館大学	31.559388	130.543523
3	鹿児島純心大学	31.825333	130.328586
1	琉球大学（千原キャンパス）	26.247582	127.765142
2	名桜大学	26.624269	127.974168
2	沖縄県立芸術大学（首里当蔵キャンパス）	26.215672	127.71719
2	沖縄県立看護大学	26.206036	127.69484
3	沖縄科学技術大学院大学（OISTメインキャンパス）	26.465329	127.829672
3	沖縄国際大学	26.262626	127.754279
3	沖縄大学（本キャンパス）	26.200614	127.699665
3	沖縄キリスト教学院大学	26.238373	127.756018
4	旭川市立大学短期大学部	43.816848	142.446063
4	帯広大谷短期大学	42.989287	143.195789
4	釧路短期大学	42.986555	144.406997
4	光塩学園短期大学	42.998009	141.353352
4	札幌大谷大学短期大学部	43.082249	141.366486
4	函館大谷短期大学	41.801455	140.763261
4	函館短期大学	41.788431	140.808351
4	北星学園大学短期大学部	43.024768	141.448726
4	北翔大学短期大学部	43.0646224	141.4902794
4	拓殖大学北海道短期大学	43.716588	142.021512
4	北海道武蔵女子短期大学	43.086771	141.329752
4	札幌国際大学短期大学部	43.000726	141.42616
4	國學院大學北海道短期大学部	43.568161	141.927084
4	青森明の星短期大学（青森キャンパス）	40.823764	140.782023
4	柴田学園大学短期大学部	40.600792	140.476822
4	青森中央短期大学	40.784145	140.762166
4	八戸学院大学短期大学部	40.48447	141.589382
4	弘前医療福祉大学短期大学部	40.588627	140.500355
4	岩手県立大学盛岡短期大学部（滝沢キャンパス）	39.802062	141.138526
4	岩手県立大学宮古短期大学部（宮古キャンパス）	39.618735	141.950864
4	修紅短期大学	38.913937	141.110494
4	盛岡大学短期大学部	39.8147	141.138396
4	宮城誠真短期大学	38.580716	140.973489
4	聖和学園短期大学	38.306315	140.812178
4	東北生活文化大学短期大学部	38.303897	140.872082
4	仙台青葉学院短期大学（五橋キャンパス）	38.253613	140.88371
4	仙台赤門短期大学（1号館）	38.262293	140.838377
4	秋田栄養短期大学	39.716365	140.158051
4	聖園学園短期大学（聖園キャンパス）	39.723205	140.113938
4	聖霊女子短期大学	39.742957	140.08652
4	日本赤十字東北看護大学介護福祉短期大学部	39.68585	140.154662
4	山形県立米沢女子短期大学	37.891358	140.123377
4	羽陽学園短期大学（天童キャンパス）	38.329932	140.353651
4	東北文教大学短期大学部	38.209893	140.303363
4	会津大学短期大学部	37.506596	139.947649
4	郡山女子大学短期大学部	37.396351	140.349889
4	桜の聖母短期大学	37.763188	140.473104
4	いわき短期大学	37.0575339	140.9080152
4	福島学院大学短期大学部（宮代キャンパス）	37.799707	140.486051
4	茨城女子短期大学	36.423473	140.473708
4	つくば国際短期大学	36.107191	140.1988747
4	常磐短期大学（見和キャンパス）	36.38106	140.440505
4	佐野日本大学短期大学	36.302188	139.604812
4	宇都宮短期大学（長坂キャンパス）	36.560367	139.828425
4	國學院大學栃木短期大学	36.364227	139.702757
4	作新学院大学短期大学部	36.542789	139.977457
4	那須短期大学	36.9367549	140.0143942
4	東京福祉大学（伊勢崎キャンパス／短期大学部棟）	36.2868705	139.1931287
4	群馬医療福祉大学短期大学部（前橋キャンパス）	36.3555043	139.0474254
4	高崎商科大学短期大学部	36.286799	139.03315
4	新島学園短期大学	36.337359	139.004807
4	ぐんま未来大学短期大学部	36.377816	139.295815
4	共愛学園前橋国際大学短期大学部	36.405705	139.063679
4	育英短期大学	36.349555	139.050794
4	武蔵野短期大学	35.8671845	139.3864793
4	埼玉純真短期大学	36.162483	139.525494
4	国際学院埼玉短期大学	35.900293	139.625956
4	秋草学園短期大学	35.801799	139.46055
4	川口短期大学	35.857531	139.713559
4	埼玉医科大学短期大学（毛呂山キャンパス）	35.938294	139.3054328
4	埼玉女子短期大学（日高キャンパス）	35.894988	139.358861
4	山村学園短期大学	35.997078	139.357679
4	武蔵丘短期大学	35.8671845	139.3864793
4	埼玉東萌短期大学	35.869888	139.780246
4	千葉明徳短期大学	35.560053	140.155572
4	昭和学院短期大学	35.733103	139.930599
4	聖徳大学短期大学部	35.783753	139.904234
4	清和大学短期大学部	35.376718	139.959877
4	敬愛短期大学	35.63352	140.1036698
4	千葉経済大学短期大学部	35.628589	140.110144
4	東京経営短期大学	35.699675	139.957447
4	愛国学園短期大学	35.739772	139.881223
4	上野学園短期大学（上野キャンパス）	35.7150874	139.7818624
4	大妻女子大学短期大学部（千代田キャンパス）	35.691098	139.743213
4	共立女子短期大学（神田一ツ橋キャンパス本館）	35.6933207	139.7572299
4	国際短期大学	35.725111	139.662924
4	駒沢女子短期大学	35.627786	139.494274
4	自由が丘産能短期大学（自由が丘キャンパス7号館）	35.6134861	139.6587383
4	実践女子大学短期大学部（渋谷キャンパス）	35.658157	139.710156
4	日本栄養大学短期大学部（駒込キャンパス）	35.7390866	139.7458018
4	女子美術大学短期大学部（杉並キャンパス）	35.6935095	139.6623465
4	星美学園短期大学	35.784191	139.714884
4	帝京大学短期大学（八王子キャンパス）	35.642523	139.419646
4	帝京短期大学	35.681302	139.677949
4	戸板女子短期大学	35.651088	139.749683
4	東京家政大学短期大学部（板橋キャンパス）	35.756581	139.721377
4	東京交通短期大学	35.73987	139.709302
4	東京成徳短期大学（東京キャンパス）	35.7571	139.724594
4	新渡戸文化短期大学（東高円寺キャンパス）	35.696452	139.661903
4	東京立正短期大学	35.69102	139.646716
4	東邦音楽短期大学（文京キャンパス）	35.723102	139.731482
4	日本大学短期大学部（三島校舎）	35.131904	138.914756
4	目白大学短期大学部（新宿キャンパス）	35.717469	139.680058
4	創価女子短期大学	35.687582	139.328906
4	白梅学園短期大学	35.7251989	139.4517243
4	東京女子体育短期大学	35.688804	139.428437
4	フェリシアこども短期大学	35.570843	139.495103
4	桐朋学園芸術短期大学	35.659379	139.583459
4	山野美容芸術短期大学	35.621165	139.342138
4	日本歯科大学東京短期大学	35.7036286	139.7405299
4	東京歯科大学短期大学（水道橋校舎本館）	35.701401	139.75493
4	ヤマザキ動物看護専門職短期大学（渋谷キャンパス1号館）	35.660583	139.689095
4	有明教育芸術短期大学	35.641823	139.797282
4	貞静学園短期大学	35.71498	139.737881
4	和泉短期大学	35.551921	139.390345
4	鶴見大学短期大学部	35.504954	139.672771
4	横浜女子短期大学	35.371552	139.57726
4	昭和音楽大学短期大学部（南校舎）	35.601049	139.507878
4	上智大学短期大学部（秦野キャンパス）	35.360535	139.239694
4	小田原短期大学	35.249063	139.149819
4	鎌倉女子大学短期大学部（大船キャンパス）	35.353051	139.539409
4	相模女子大学短期大学部	35.532448	139.430215
4	洗足こども短期大学（溝の口キャンパス）	35.594656	139.615305
4	神奈川歯科大学短期大学部	35.28435	139.670085
4	湘北短期大学	35.434968	139.347004
4	新潟青陵大学短期大学部	37.92094	139.024658
4	新潟工業短期大学	37.882736	138.962341
4	新潟中央短期大学	37.672144	139.064763
4	日本歯科大学新潟短期大学	37.911362	139.010767
4	明倫短期大学	37.893972	138.9825
4	富山短期大学	36.721426	137.139921
4	富山福祉短期大学	36.726313	137.095969
4	金沢学院短期大学	36.517451	136.695055
4	金城大学短期大学部	36.508531	136.530497
4	金沢星稜大学女子短期大学部	36.584169	136.682253
4	仁愛女子短期大学	36.103445	136.217492
4	大月短期大学	35.61284	138.946648
4	山梨学院短期大学	35.655441	138.60013
4	帝京学園短期大学（山梨市キャンパス）	35.688498	138.685467
4	飯田短期大学	35.494314	137.833305
4	長野短期大学	36.665827	138.204872
4	上田短期大学	36.369682	138.220413
4	松本大学松商短期大学部	36.2203199	137.9111492
4	松本短期大学	36.175084	137.936817
4	清泉大学短期大学部（上野キャンパス）	36.686137	138.236277
4	信州豊南短期大学	35.97238	138.002352
4	佐久大学信州短期大学部	36.266194	138.463839
4	岐阜市立女子短期大学	35.425857	136.716695
4	中部学院大学短期大学部（関キャンパス）	35.458594	136.897892
4	正眼短期大学	35.504663	137.004547
4	中京学院大学短期大学部（瑞浪キャンパス）	35.384604	137.264169
4	東海学院大学短期大学部	35.423802	136.816495
4	中日本自動車短期大学	35.444407	136.970022
4	大垣女子短期大学	35.386456	136.608159
4	高山自動車短期大学	36.147471	137.234386
4	平成医療短期大学	35.458985	136.726453
4	静岡県立農林環境専門職大学短期大学部	34.730168	137.845729
4	静岡県立大学短期大学部	34.974806	138.416323
4	静岡英和学院大学短期大学部	34.982668	138.437457
4	常葉大学短期大学部（静岡草薙キャンパス）	35.004096	138.437879
4	浜松学院大学短期大学部	34.727873	137.727251
4	豊橋創造大学短期大学部	34.776707	137.410313
4	愛知学院大学短期大学部（楠元キャンパス）	35.167008	136.961422
4	名古屋文理大学短期大学部	35.199505	136.882487
4	名古屋女子大学短期大学部	35.131822	136.938051
4	名古屋短期大学	35.059126	136.975538
4	愛知みずほ短期大学	35.127279	136.921866
4	名古屋柳城短期大学	35.146511	136.932502
4	名古屋文化短期大学	35.171799	136.920718
4	愛知産業大学短期大学（1号館）	34.920954	137.222589
4	愛知工科大学自動車短期大学	34.8319863	137.1936179
4	愛知大学短期大学部（豊橋キャンパス）	34.740428	137.386532
4	愛知学泉大学短期大学部	34.973355	137.144299
4	修文大学短期大学部	35.301165	136.781949
4	愛知文教女子短期大学	35.255358	136.788371
4	岡崎短期大学	34.954909	137.18549
4	名古屋経営短期大学	35.219599	137.031215
4	愛知医療学院短期大学	35.220607	136.840298
4	津市立三重短期大学	34.748647	136.511662
4	高田短期大学	34.770279	136.509648
4	ユマニテク短期大学	34.961443	136.61598
4	滋賀文教短期大学	35.358522	136.286855
4	滋賀短期大学	34.995556	135.874049
4	びわこ学院大学短期大学部	35.087838	136.185429
4	京都経済短期大学	34.971181	135.679479
4	池坊短期大学	35.003069	135.75746
4	華頂短期大学	35.007042	135.779731
4	京都外国語短期大学	35.004003	135.718556
4	京都光華大学短期大学部	34.996305	135.71883
4	龍谷大学短期大学部（深草キャンパス）	34.963774	135.766386
4	京都文教短期大学	34.914521	135.784502
4	京都西山短期大学	34.937714	135.676365
4	嵯峨美術短期大学（本部キャンパス）	35.012645	135.688937
4	大阪キリスト教短期大学	34.636851	135.507635
4	大阪総合保育大学短期大学部（第一学舎）	34.6106855	135.5389529
4	大阪夕陽丘学園短期大学	34.659874	135.513261
4	大阪成蹊短期大学	34.759386	135.537191
4	大阪女学院短期大学	34.675883	135.527479
4	関西外国語大学短期大学部（ひらかた中宮キャンパス）	34.823242	135.664149
4	大阪常磐会大学短期大学部（北キャンパス）	34.617369	135.561054
4	堺女子短期大学	34.583834	135.497827
4	大阪音楽大学短期大学部（第1キャンパス）	34.753516	135.471364
4	大阪学院大学短期大学部	34.773426	135.542075
4	大阪千代田短期大学	34.445535	135.548902
4	関西女子短期大学	34.558123	135.636223
4	近畿大学短期大学部（21号館）	34.652208	135.587082
4	四條畷学園短期大学（清風学舎）	34.731061	135.640439
4	四天王寺大学短期大学部	34.545925	135.585264
4	大阪国際大学短期大学部（守口キャンパス）	34.747794	135.603263
4	東大阪大学短期大学部	34.6755	135.581543
4	藍野大学短期大学部（大阪阿倍野キャンパス）	34.6357858	135.5210941
4	大阪健康福祉短期大学（堺・泉ヶ丘キャンパス）	34.4960148	135.5191941
4	大阪芸術大学短期大学部（伊丹学舎）	34.8127651	135.3832226
4	大手前短期大学（西宮夙川キャンパス.）	34.7380672	135.3254563
4	神戸女子短期大学（ポートアイランドキャンパス）	34.667803	135.207948
4	頌栄短期大学	34.727208	135.248723
4	豊岡短期大学（豊岡キャンパス）	35.535591	134.805573
4	甲子園短期大学	34.743216	135.370382
4	神戸教育短期大学	34.671976	135.14404
4	関西学院短期大学（西宮聖和キャンパス）	34.761822	135.351649
4	園田学園女子大学短期大学部	34.748511	135.40922
4	産業技術短期大学	34.769757	135.381361
4	東洋食品工業短期大学	34.824458	135.400927
4	兵庫大学短期大学部	34.74771	134.880791
4	湊川短期大学	34.949165	135.158406
4	武庫川女子大学短期大学部（中央キャンパス）	34.717208	135.374462
4	姫路日ノ本短期大学	34.917612	134.728925
4	奈良芸術短期大学	34.484059	135.786131
4	大和大学白鳳短期大学部	34.590263	135.712986
4	和歌山信愛短期大学	34.200026	135.23089
4	鳥取短期大学	35.4552897	133.8593682
4	島根県立大学短期大学部（松江キャンパス）	35.439298	133.060513
4	倉敷市立短期大学	34.497801	133.808535
4	岡山短期大学	34.573076	133.799277
4	作陽短期大学	34.575155	133.677539
4	中国短期大学	34.6508854	133.8493305
4	山陽学園短期大学	34.642345	133.943838
4	川崎医療短期大学（岡山キャンパス）	34.6606638	133.9265554
4	山陽女子短期大学	34.362148	132.342497
4	比治山大学短期大学部	34.428074	132.474417
4	広島文化学園短期大学（広島長束キャンパス）	34.4316791	132.4475214
4	宇部フロンティア大学短期大学部	33.980353	131.234112
4	下関短期大学	33.962602	130.922919
4	山口短期大学	34.051181	131.493754
4	山口芸術短期大学	34.120411	131.403094
4	岩国短期大学	34.140306	132.205999
4	四国大学短期大学部	34.10304	134.553631
4	徳島文理大学短期大学部（徳島キャンパス）	34.052718	134.557449
4	徳島工業短期大学	34.142621	134.445539
4	香川短期大学	34.309301	133.80824
4	高松短期大学	34.329074	134.087592
4	せとうち観光専門職短期大学	34.3467859	134.0850536
4	今治明徳短期大学	34.060304	132.969201
4	聖カタリナ大学短期大学部（北条キャンパス）	33.975558	132.782097
4	松山東雲短期大学（桑原キャンパス）	33.832675	132.796551
4	松山短期大学（文京キャンパス）	33.8509899	132.7688644
4	高知学園短期大学	33.561881	133.5071624
4	折尾愛真短期大学	33.861597	130.709964
4	九州女子短期大学	33.8694134	130.7073393
4	西南女学院大学短期大学部	33.88367	130.850291
4	東筑紫短期大学	33.876524	130.857112
4	福岡短期大学	33.511342	130.531868
4	近畿大学九州短期大学	33.628631	130.691236
4	香蘭女子短期大学	33.552923	130.435234
4	精華女子短期大学	33.546477	130.453632
4	中村学園大学短期大学部	33.572454	130.366729
4	西日本短期大学（福浜キャンパス）	33.597812	130.367396
4	福岡工業大学短期大学部	33.695174	130.441381
4	福岡女学院大学短期大学部	33.53384	130.441155
4	九州産業大学造形短期大学部	33.671863	130.443946
4	九州大谷短期大学	33.240913	130.505527
4	福岡こども短期大学	33.506344	130.525074
4	福岡医療短期大学	33.5444711	130.333647
4	佐賀女子短期大学	33.246391	130.286383
4	西九州大学短期大学部（佐賀キャンパス）	33.271931	130.28377
4	九州龍谷短期大学	33.361318	130.476685
4	長崎女子短期大学	32.731782	129.897002
4	長崎短期大学	33.179724	129.674015
4	尚絅大学短期大学部（九品寺キャンパス）	32.797929	130.717015
4	中九州短期大学	32.477376	130.608892
4	大分県立芸術文化短期大学	33.223537	131.615624
4	大分短期大学	33.244488	131.604506
4	東九州短期大学	33.58865	131.204096
4	別府溝部学園短期大学	33.328073	131.48644
4	別府大学短期大学部（石垣キャンパス）	33.311905	131.490758
4	南九州大学短期大学部	31.937128	131.415257
4	宮崎学園短期大学	31.859843	131.394604
